"ámbitos territoriales","año de nacimiento","sexo","2025/01/01"
"Asteasu","1937","Total",6
"Asteasu","1936","Total",7
"Asteasu","1935","Total",6
"Asteasu","1934","Total",3
"Asteasu","1933","Total",2
"Asteasu","1932","Total",4
"Asteasu","1931","Total",1
"Asteasu","1930","Total",0
"Asteasu","1929","Total",0
"Asteasu","1928","Total",2
"Asteasu","1927","Total",0
"Asteasu","1926","Total",0
"Asteasu","1925","Total",0
"Asteasu","1924","Total",0
"Asteasu","1923","Total",0
"Asteasu","1922","Total",0
"Asteasu","1921","Total",0
"Asteasu","1920","Total",0
"Asteasu","1919","Total",0
"Asteasu","1918","Total",0
"Asteasu","1917","Total",0
"Asteasu","1916","Total",0
"Asteasu","1915","Total",0
"Asteasu","1914","Total",0
"Asteasu","1913","Total",0
"Asteasu","1912","Total",0
"Asteasu","1911","Total",0
"Asteasu","1910","Total",0
"Asteasu","1909","Total",0
"Asteasu","1908","Total",0
"Asteasu","1907","Total",0
"Asteasu","1906","Total",0
"Asteasu","1905","Total",0
"Asteasu","1904","Total",0
"Asteasu","1903","Total",0
"Asteasu","1902","Total",0
"Asteasu","1901","Total",0
"Asteasu","1900","Total",0
"Asteasu","1899","Total",0
"Asteasu","1898","Total",0
"Asteasu","1897","Total",0
"Asteasu","1896","Total",0
"Asteasu","<= 1895","Total",0
"Astigarraga","1949","Total",34
"Astigarraga","1948","Total",54
"Astigarraga","1947","Total",46
"Astigarraga","1946","Total",40
"Astigarraga","1945","Total",38
"Astigarraga","1944","Total",29
"Astigarraga","1943","Total",25
"Astigarraga","1942","Total",26
"Astigarraga","1941","Total",23
"Astigarraga","1940","Total",21
"Astigarraga","1939","Total",14
"Astigarraga","1938","Total",15
"Astigarraga","1937","Total",10
"Astigarraga","1936","Total",16
"Astigarraga","1935","Total",5
"Astigarraga","1934","Total",5
"Astigarraga","1933","Total",8
"Astigarraga","1932","Total",8
"Astigarraga","1931","Total",8
"Astigarraga","1930","Total",1
"Astigarraga","1929","Total",1
"Astigarraga","1928","Total",2
"Astigarraga","1927","Total",1
"Astigarraga","1926","Total",2
"Astigarraga","1925","Total",1
"Astigarraga","1924","Total",0
"Astigarraga","1923","Total",0
"Astigarraga","1922","Total",0
"Astigarraga","1921","Total",0
"Astigarraga","1920","Total",0
"Astigarraga","1919","Total",0
"Astigarraga","1918","Total",0
"Astigarraga","1917","Total",0
"Astigarraga","1916","Total",0
"Astigarraga","1915","Total",0
"Astigarraga","1914","Total",0
"Astigarraga","1913","Total",0
"Astigarraga","1912","Total",0
"Astigarraga","1911","Total",0
"Astigarraga","1910","Total",0
"Astigarraga","1909","Total",0
"Astigarraga","1908","Total",0
"Astigarraga","1907","Total",0
"Astigarraga","1906","Total",0
"Astigarraga","1905","Total",0
"Astigarraga","1904","Total",0
"Astigarraga","1903","Total",0
"Astigarraga","1902","Total",0
"Astigarraga","1901","Total",0
"Astigarraga","1900","Total",0
"Astigarraga","1899","Total",0
"Astigarraga","1898","Total",0
"Astigarraga","1897","Total",0
"Astigarraga","1896","Total",0
"Astigarraga","<= 1895","Total",0
"Ataun","1949","Total",16
"Ataun","1948","Total",21
"Ataun","1947","Total",10
"Ataun","1946","Total",15
"Ataun","1945","Total",16
"Ataun","1944","Total",13
"Ataun","1943","Total",13
"Ataun","1942","Total",10
"Ataun","1941","Total",6
"Ataun","1940","Total",15
"Ataun","1939","Total",5
"Ataun","1938","Total",13
"Ataun","1937","Total",8
"Ataun","1936","Total",8
"Ataun","1935","Total",9
"Ataun","1934","Total",6
"Ataun","1933","Total",2
"Ataun","1932","Total",4
"Ataun","1931","Total",1
"Ataun","1930","Total",1
"Ataun","1929","Total",3
"Ataun","1928","Total",2
"Ataun","1927","Total",2
"Ataun","1926","Total",1
"Ataun","1925","Total",1
"Ataun","1924","Total",2
"Ataun","1923","Total",0
"Ataun","1922","Total",0
"Ataun","1921","Total",0
"Ataun","1920","Total",0
"Ataun","1919","Total",0
"Ataun","1918","Total",0
"Ataun","1917","Total",0
"Ataun","1916","Total",0
"Ataun","1915","Total",0
"Ataun","1914","Total",0
"Ataun","1913","Total",0
"Ataun","1912","Total",0
"Ataun","1911","Total",0
"Ataun","1910","Total",0
"Ataun","1909","Total",0
"Ataun","1908","Total",0
"Ataun","1907","Total",0
"Ataun","1906","Total",0
"Ataun","1905","Total",0
"Ataun","1904","Total",0
"Ataun","1903","Total",0
"Ataun","1902","Total",0
"Ataun","1901","Total",0
"Ataun","1900","Total",0
"Ataun","1899","Total",0
"Ataun","1898","Total",0
"Ataun","1897","Total",0
"Ataun","1896","Total",0
"Ataun","<= 1895","Total",0
"Azkoitia","1949","Total",107
"Azkoitia","1948","Total",112
"Azkoitia","1947","Total",95
"Azkoitia","1946","Total",96
"Azkoitia","1945","Total",83
"Azkoitia","1944","Total",103
"Azkoitia","1943","Total",84
"Azkoitia","1942","Total",59
"Azkoitia","1941","Total",54
"Azkoitia","1940","Total",60
"Azkoitia","1939","Total",47
"Azkoitia","1938","Total",51
"Azkoitia","1937","Total",51
"Azkoitia","1936","Total",46
"Azkoitia","1935","Total",54
"Azkoitia","1934","Total",31
"Azkoitia","1933","Total",29
"Azkoitia","1932","Total",22
"Azkoitia","1931","Total",18
"Azkoitia","1930","Total",15
"Azkoitia","1929","Total",10
"Azkoitia","1928","Total",11
"Azkoitia","1927","Total",1
"Azkoitia","1926","Total",7
"Azkoitia","1925","Total",3
"Azkoitia","1924","Total",2
"Azkoitia","1923","Total",1
"Azkoitia","1922","Total",0
"Azkoitia","1921","Total",0
"Azkoitia","1920","Total",1
"Azkoitia","1919","Total",0
"Azkoitia","1918","Total",0
"Azkoitia","1917","Total",0
"Azkoitia","1916","Total",0
"Azkoitia","1915","Total",0
"Azkoitia","1914","Total",0
"Azkoitia","1913","Total",0
"Azkoitia","1912","Total",0
"Azkoitia","1911","Total",0
"Azkoitia","1910","Total",0
"Azkoitia","1909","Total",0
"Azkoitia","1908","Total",0
"Azkoitia","1907","Total",0
"Azkoitia","1906","Total",0
"Azkoitia","1905","Total",0
"Azkoitia","1904","Total",0
"Azkoitia","1903","Total",0
"Azkoitia","1902","Total",0
"Azkoitia","1901","Total",0
"Azkoitia","1900","Total",0
"Azkoitia","1899","Total",0
"Azkoitia","1898","Total",0
"Azkoitia","1897","Total",0
"Azkoitia","1896","Total",0
"Azkoitia","<= 1895","Total",0
"Azpeitia","1949","Total",166
"Azpeitia","1948","Total",164
"Azpeitia","1947","Total",148
"Azpeitia","1946","Total",145
"Azpeitia","1945","Total",150
"Azpeitia","1944","Total",122
"Azpeitia","1943","Total",117
"Azpeitia","1942","Total",92
"Azpeitia","1941","Total",84
"Azpeitia","1940","Total",86
"Azpeitia","1939","Total",60
"Azpeitia","1938","Total",49
"Azpeitia","1937","Total",63
"Azpeitia","1936","Total",67
"Azpeitia","1935","Total",42
"Azpeitia","1934","Total",59
"Azpeitia","1933","Total",37
"Azpeitia","1932","Total",43
"Azpeitia","1931","Total",27
"Azpeitia","1930","Total",10
"Azpeitia","1929","Total",15
"Azpeitia","1928","Total",10
"Azpeitia","1927","Total",6
"Azpeitia","1926","Total",12
"Azpeitia","1925","Total",3
"Azpeitia","1924","Total",2
"Azpeitia","1923","Total",1
"Azpeitia","1922","Total",0
"Azpeitia","1921","Total",0
"Azpeitia","1920","Total",0
"Azpeitia","1919","Total",0
"Azpeitia","1918","Total",0
"Azpeitia","1917","Total",0
"Azpeitia","1916","Total",0
"Azpeitia","1915","Total",0
"Azpeitia","1914","Total",0
"Azpeitia","1913","Total",0
"Azpeitia","1912","Total",0
"Azpeitia","1911","Total",0
"Azpeitia","1910","Total",0
"Azpeitia","1909","Total",0
"Azpeitia","1908","Total",0
"Azpeitia","1907","Total",0
"Azpeitia","1906","Total",0
"Azpeitia","1905","Total",0
"Azpeitia","1904","Total",0
"Azpeitia","1903","Total",0
"Azpeitia","1902","Total",0
"Azpeitia","1901","Total",0
"Azpeitia","1900","Total",0
"Azpeitia","1899","Total",0
"Azpeitia","1898","Total",0
"Azpeitia","1897","Total",0
"Azpeitia","1896","Total",0
"Azpeitia","<= 1895","Total",0
"Baliarrain","1949","Total",0
"Baliarrain","1948","Total",0
"Baliarrain","1947","Total",0
"Baliarrain","1946","Total",0
"Baliarrain","1945","Total",1
"Baliarrain","1944","Total",1
"Baliarrain","1943","Total",0
"Baliarrain","1942","Total",0
"Baliarrain","1941","Total",0
"Baliarrain","1940","Total",1
"Baliarrain","1939","Total",0
"Baliarrain","1938","Total",0
"Baliarrain","1937","Total",0
"Baliarrain","1936","Total",0
"Baliarrain","1935","Total",0
"Baliarrain","1934","Total",0
"Baliarrain","1933","Total",0
"Baliarrain","1932","Total",0
"Baliarrain","1931","Total",0
"Baliarrain","1930","Total",1
"Baliarrain","1929","Total",0
"Baliarrain","1928","Total",0
"Baliarrain","1927","Total",0
"Baliarrain","1926","Total",0
"Baliarrain","1925","Total",0
"Baliarrain","1924","Total",0
"Baliarrain","1923","Total",0
"Baliarrain","1922","Total",0
"Baliarrain","1921","Total",0
"Baliarrain","1920","Total",0
"Baliarrain","1919","Total",0
"Baliarrain","1918","Total",0
"Baliarrain","1917","Total",0
"Baliarrain","1916","Total",0
"Baliarrain","1915","Total",0
"Baliarrain","1914","Total",0
"Baliarrain","1913","Total",0
"Baliarrain","1912","Total",0
"Baliarrain","1911","Total",0
"Baliarrain","1910","Total",0
"Baliarrain","1909","Total",0
"Baliarrain","1908","Total",0
"Baliarrain","1907","Total",0
"Baliarrain","1906","Total",0
"Baliarrain","1905","Total",0
"Baliarrain","1904","Total",0
"Baliarrain","1903","Total",0
"Baliarrain","1902","Total",0
"Baliarrain","1901","Total",0
"Baliarrain","1900","Total",0
"Baliarrain","1899","Total",0
"Baliarrain","1898","Total",0
"Baliarrain","1897","Total",0
"Baliarrain","1896","Total",0
"Baliarrain","<= 1895","Total",0
"Beasain","1949","Total",118
"Beasain","1948","Total",133
"Beasain","1947","Total",133
"Beasain","1946","Total",105
"Beasain","1945","Total",130
"Beasain","1944","Total",114
"Beasain","1943","Total",92
"Beasain","1942","Total",83
"Beasain","1941","Total",66
"Beasain","1940","Total",69
"Beasain","1939","Total",66
"Beasain","1938","Total",53
"Beasain","1937","Total",64
"Beasain","1936","Total",49
"Beasain","1935","Total",51
"Beasain","1934","Total",55
"Beasain","1933","Total",33
"Beasain","1932","Total",26
"Beasain","1931","Total",25
"Beasain","1930","Total",26
"Beasain","1929","Total",21
"Beasain","1928","Total",12
"Beasain","1927","Total",11
"Beasain","1926","Total",1
"Beasain","1925","Total",3
"Beasain","1924","Total",0
"Beasain","1923","Total",1
"Beasain","1922","Total",1
"Beasain","1921","Total",0
"Beasain","1920","Total",0
"Beasain","1919","Total",0
"Beasain","1918","Total",0
"Beasain","1917","Total",0
"Beasain","1916","Total",0
"Beasain","1915","Total",0
"Beasain","1914","Total",0
"Beasain","1913","Total",0
"Beasain","1912","Total",0
"Beasain","1911","Total",0
"Beasain","1910","Total",0
"Beasain","1909","Total",0
"Beasain","1908","Total",0
"Beasain","1907","Total",0
"Beasain","1906","Total",0
"Beasain","1905","Total",0
"Beasain","1904","Total",0
"Beasain","1903","Total",0
"Beasain","1902","Total",0
"Beasain","1901","Total",0
"Beasain","1900","Total",0
"Beasain","1899","Total",0
"Beasain","1898","Total",0
"Beasain","1897","Total",0
"Beasain","1896","Total",0
"Beasain","<= 1895","Total",0
"Beizama","1949","Total",2
"Beizama","1948","Total",0
"Beizama","1947","Total",1
"Beizama","1946","Total",1
"Beizama","1945","Total",0
"Beizama","1944","Total",0
"Beizama","1943","Total",2
"Beizama","1942","Total",1
"Beizama","1941","Total",2
"Beizama","1940","Total",1
"Beizama","1939","Total",1
"Beizama","1938","Total",0
"Beizama","1937","Total",0
"Beizama","1936","Total",1
"Beizama","1935","Total",1
"Beizama","1934","Total",0
"Beizama","1933","Total",0
"Beizama","1932","Total",0
"Beizama","1931","Total",0
"Beizama","1930","Total",0
"Beizama","1929","Total",0
"Beizama","1928","Total",0
"Beizama","1927","Total",0
"Beizama","1926","Total",0
"Beizama","1925","Total",0
"Beizama","1924","Total",1
"Beizama","1923","Total",0
"Beizama","1922","Total",0
"Beizama","1921","Total",0
"Beizama","1920","Total",0
"Beizama","1919","Total",0
"Beizama","1918","Total",0
"Beizama","1917","Total",0
"Beizama","1916","Total",0
"Beizama","1915","Total",0
"Beizama","1914","Total",0
"Beizama","1913","Total",0
"Beizama","1912","Total",0
"Beizama","1911","Total",0
"Beizama","1910","Total",0
"Beizama","1909","Total",0
"Beizama","1908","Total",0
"Beizama","1907","Total",0
"Beizama","1906","Total",0
"Beizama","1905","Total",0
"Beizama","1904","Total",0
"Beizama","1903","Total",0
"Beizama","1902","Total",0
"Beizama","1901","Total",0
"Beizama","1900","Total",0
"Beizama","1899","Total",0
"Beizama","1898","Total",0
"Beizama","1897","Total",0
"Beizama","1896","Total",0
"Beizama","<= 1895","Total",0
"Belauntza","1949","Total",4
"Belauntza","1948","Total",2
"Belauntza","1947","Total",3
"Belauntza","1946","Total",0
"Belauntza","1945","Total",6
"Belauntza","1944","Total",4
"Belauntza","1943","Total",4
"Belauntza","1942","Total",0
"Belauntza","1941","Total",1
"Belauntza","1940","Total",1
"Belauntza","1939","Total",0
"Belauntza","1938","Total",0
"Belauntza","1937","Total",2
"Belauntza","1936","Total",1
"Belauntza","1935","Total",0
"Belauntza","1934","Total",1
"Belauntza","1933","Total",2
"Belauntza","1932","Total",2
"Belauntza","1931","Total",0
"Belauntza","1930","Total",0
"Belauntza","1929","Total",0
"Belauntza","1928","Total",0
"Belauntza","1927","Total",0
"Belauntza","1926","Total",0
"Belauntza","1925","Total",0
"Belauntza","1924","Total",0
"Belauntza","1923","Total",0
"Belauntza","1922","Total",0
"Belauntza","1921","Total",0
"Belauntza","1920","Total",0
"Belauntza","1919","Total",0
"Belauntza","1918","Total",0
"Belauntza","1917","Total",0
"Belauntza","1916","Total",0
"Belauntza","1915","Total",0
"Belauntza","1914","Total",0
"Belauntza","1913","Total",0
"Belauntza","1912","Total",0
"Belauntza","1911","Total",0
"Belauntza","1910","Total",0
"Belauntza","1909","Total",0
"Belauntza","1908","Total",0
"Belauntza","1907","Total",0
"Belauntza","1906","Total",0
"Belauntza","1905","Total",0
"Belauntza","1904","Total",0
"Belauntza","1903","Total",0
"Belauntza","1902","Total",0
"Belauntza","1901","Total",0
"Belauntza","1900","Total",0
"Belauntza","1899","Total",0
"Belauntza","1898","Total",0
"Belauntza","1897","Total",0
"Belauntza","1896","Total",0
"Belauntza","<= 1895","Total",0
"Berastegi","1949","Total",7
"Berastegi","1948","Total",11
"Berastegi","1947","Total",8
"Berastegi","1946","Total",6
"Berastegi","1945","Total",7
"Berastegi","1944","Total",6
"Berastegi","1943","Total",3
"Berastegi","1942","Total",3
"Berastegi","1941","Total",4
"Berastegi","1940","Total",8
"Berastegi","1939","Total",2
"Berastegi","1938","Total",4
"Berastegi","1937","Total",6
"Berastegi","1936","Total",2
"Berastegi","1935","Total",4
"Berastegi","1934","Total",4
"Berastegi","1933","Total",0
"Berastegi","1932","Total",1
"Berastegi","1931","Total",0
"Berastegi","1930","Total",0
"Berastegi","1929","Total",1
"Berastegi","1928","Total",3
"Berastegi","1927","Total",0
"Berastegi","1926","Total",2
"Berastegi","1925","Total",0
"Berastegi","1924","Total",0
"Berastegi","1923","Total",0
"Berastegi","1922","Total",0
"Berastegi","1921","Total",0
"Berastegi","1920","Total",0
"Berastegi","1919","Total",0
"Berastegi","1918","Total",0
"Berastegi","1917","Total",0
"Berastegi","1916","Total",0
"Berastegi","1915","Total",0
"Berastegi","1914","Total",0
"Berastegi","1913","Total",0
"Berastegi","1912","Total",0
"Berastegi","1911","Total",0
"Berastegi","1910","Total",0
"Berastegi","1909","Total",0
"Berastegi","1908","Total",0
"Berastegi","1907","Total",0
"Berastegi","1906","Total",0
"Berastegi","1905","Total",0
"Berastegi","1904","Total",0
"Berastegi","1903","Total",0
"Berastegi","1902","Total",0
"Berastegi","1901","Total",0
"Berastegi","1900","Total",0
"Berastegi","1899","Total",0
"Berastegi","1898","Total",0
"Berastegi","1897","Total",0
"Berastegi","1896","Total",0
"Berastegi","<= 1895","Total",0
"Bergara","1949","Total",159
"Bergara","1948","Total",161
"Bergara","1947","Total",139
"Bergara","1946","Total",137
"Bergara","1945","Total",133
"Bergara","1944","Total",155
"Bergara","1943","Total",135
"Bergara","1942","Total",114
"Bergara","1941","Total",93
"Bergara","1940","Total",78
"Bergara","1939","Total",75
"Bergara","1938","Total",84
"Bergara","1937","Total",73
"Bergara","1936","Total",71
"Bergara","1935","Total",63
"Bergara","1934","Total",64
"Bergara","1933","Total",59
"Bergara","1932","Total",45
"Bergara","1931","Total",30
"Bergara","1930","Total",27
"Bergara","1929","Total",22
"Bergara","1928","Total",13
"Bergara","1927","Total",10
"Bergara","1926","Total",6
"Bergara","1925","Total",1
"Bergara","1924","Total",1
"Bergara","1923","Total",1
"Bergara","1922","Total",0
"Bergara","1921","Total",1
"Bergara","1920","Total",0
"Bergara","1919","Total",0
"Bergara","1918","Total",0
"Bergara","1917","Total",0
"Bergara","1916","Total",0
"Bergara","1915","Total",0
"Bergara","1914","Total",0
"Bergara","1913","Total",0
"Bergara","1912","Total",0
"Bergara","1911","Total",0
"Bergara","1910","Total",0
"Bergara","1909","Total",0
"Bergara","1908","Total",0
"Bergara","1907","Total",0
"Bergara","1906","Total",0
"Bergara","1905","Total",0
"Bergara","1904","Total",0
"Bergara","1903","Total",0
"Bergara","1902","Total",0
"Bergara","1901","Total",0
"Bergara","1900","Total",0
"Bergara","1899","Total",0
"Bergara","1898","Total",0
"Bergara","1897","Total",0
"Bergara","1896","Total",0
"Bergara","<= 1895","Total",0
"Berrobi","1949","Total",5
"Berrobi","1948","Total",3
"Berrobi","1947","Total",3
"Berrobi","1946","Total",4
"Berrobi","1945","Total",3
"Berrobi","1944","Total",7
"Berrobi","1943","Total",4
"Berrobi","1942","Total",4
"Berrobi","1941","Total",2
"Berrobi","1940","Total",5
"Berrobi","1939","Total",3
"Berrobi","1938","Total",1
"Berrobi","1937","Total",3
"Berrobi","1936","Total",0
"Berrobi","1935","Total",3
"Berrobi","1934","Total",3
"Berrobi","1933","Total",1
"Berrobi","1932","Total",2
"Berrobi","1931","Total",0
"Berrobi","1930","Total",1
"Berrobi","1929","Total",1
"Berrobi","1928","Total",0
"Berrobi","1927","Total",1
"Berrobi","1926","Total",1
"Berrobi","1925","Total",1
"Berrobi","1924","Total",0
"Berrobi","1923","Total",0
"Berrobi","1922","Total",0
"Berrobi","1921","Total",0
"Berrobi","1920","Total",0
"Berrobi","1919","Total",0
"Berrobi","1918","Total",0
"Berrobi","1917","Total",0
"Berrobi","1916","Total",0
"Berrobi","1915","Total",0
"Berrobi","1914","Total",0
"Berrobi","1913","Total",0
"Berrobi","1912","Total",0
"Berrobi","1911","Total",0
"Berrobi","1910","Total",0
"Berrobi","1909","Total",0
"Berrobi","1908","Total",0
"Berrobi","1907","Total",0
"Berrobi","1906","Total",0
"Berrobi","1905","Total",0
"Berrobi","1904","Total",0
"Berrobi","1903","Total",0
"Berrobi","1902","Total",0
"Berrobi","1901","Total",0
"Berrobi","1900","Total",0
"Berrobi","1899","Total",0
"Berrobi","1898","Total",0
"Berrobi","1897","Total",0
"Berrobi","1896","Total",0
"Berrobi","<= 1895","Total",0
"Bidania-Goiatz","1949","Total",2
"Bidania-Goiatz","1948","Total",5
"Bidania-Goiatz","1947","Total",5
"Bidania-Goiatz","1946","Total",3
"Bidania-Goiatz","1945","Total",3
"Bidania-Goiatz","1944","Total",2
"Bidania-Goiatz","1943","Total",1
"Bidania-Goiatz","1942","Total",4
"Bidania-Goiatz","1941","Total",2
"Bidania-Goiatz","1940","Total",3
"Bidania-Goiatz","1939","Total",2
"Bidania-Goiatz","1938","Total",1
"Bidania-Goiatz","1937","Total",3
"Bidania-Goiatz","1936","Total",1
"Bidania-Goiatz","1935","Total",2
"Bidania-Goiatz","1934","Total",0
"Bidania-Goiatz","1933","Total",0
"Bidania-Goiatz","1932","Total",2
"Bidania-Goiatz","1931","Total",0
"Bidania-Goiatz","1930","Total",2
"Bidania-Goiatz","1929","Total",2
"Bidania-Goiatz","1928","Total",0
"Bidania-Goiatz","1927","Total",0
"Bidania-Goiatz","1926","Total",0
"Bidania-Goiatz","1925","Total",0
"Bidania-Goiatz","1924","Total",0
"Bidania-Goiatz","1923","Total",0
"Bidania-Goiatz","1922","Total",0
"Bidania-Goiatz","1921","Total",0
"Bidania-Goiatz","1920","Total",0
"Bidania-Goiatz","1919","Total",0
"Bidania-Goiatz","1918","Total",0
"Bidania-Goiatz","1917","Total",0
"Bidania-Goiatz","1916","Total",0
"Bidania-Goiatz","1915","Total",0
"Bidania-Goiatz","1914","Total",0
"Bidania-Goiatz","1913","Total",0
"Bidania-Goiatz","1912","Total",0
"Bidania-Goiatz","1911","Total",0
"Bidania-Goiatz","1910","Total",0
"Bidania-Goiatz","1909","Total",0
"Bidania-Goiatz","1908","Total",0
"Bidania-Goiatz","1907","Total",0
"Bidania-Goiatz","1906","Total",0
"Bidania-Goiatz","1905","Total",0
"Bidania-Goiatz","1904","Total",0
"Bidania-Goiatz","1903","Total",0
"Bidania-Goiatz","1902","Total",0
"Bidania-Goiatz","1901","Total",0
"Bidania-Goiatz","1900","Total",0
"Bidania-Goiatz","1899","Total",0
"Bidania-Goiatz","1898","Total",0
"Bidania-Goiatz","1897","Total",0
"Bidania-Goiatz","1896","Total",0
"Bidania-Goiatz","<= 1895","Total",0
"Deba","1949","Total",65
"Deba","1948","Total",75
"Deba","1947","Total",45
"Deba","1946","Total",67
"Deba","1945","Total",56
"Deba","1944","Total",56
"Deba","1943","Total",51
"Deba","1942","Total",24
"Deba","1941","Total",28
"Deba","1940","Total",24
"Deba","1939","Total",19
"Deba","1938","Total",24
"Deba","1937","Total",24
"Deba","1936","Total",26
"Deba","1935","Total",18
"Deba","1934","Total",19
"Deba","1933","Total",19
"Deba","1932","Total",9
"Deba","1931","Total",8
"Deba","1930","Total",14
"Deba","1929","Total",5
"Deba","1928","Total",5
"Deba","1927","Total",0
"Deba","1926","Total",2
"Deba","1925","Total",1
"Deba","1924","Total",1
"Deba","1923","Total",2
"Deba","1922","Total",0
"Deba","1921","Total",0
"Deba","1920","Total",0
"Deba","1919","Total",0
"Deba","1918","Total",0
"Deba","1917","Total",0
"Deba","1916","Total",0
"Deba","1915","Total",0
"Deba","1914","Total",0
"Deba","1913","Total",0
"Deba","1912","Total",0
"Deba","1911","Total",0
"Deba","1910","Total",0
"Deba","1909","Total",0
"Deba","1908","Total",0
"Deba","1907","Total",0
"Deba","1906","Total",0
"Deba","1905","Total",0
"Deba","1904","Total",0
"Deba","1903","Total",0
"Deba","1902","Total",0
"Deba","1901","Total",0
"Deba","1900","Total",0
"Deba","1899","Total",0
"Deba","1898","Total",0
"Deba","1897","Total",0
"Deba","1896","Total",0
"Deba","<= 1895","Total",0
"Donostia / San Sebastián","1949","Total",2090
"Donostia / San Sebastián","1948","Total",2092
"Donostia / San Sebastián","1947","Total",1957
"Donostia / San Sebastián","1946","Total",1891
"Donostia / San Sebastián","1945","Total",1833
"Donostia / San Sebastián","1944","Total",1694
"Donostia / San Sebastián","1943","Total",1561
"Donostia / San Sebastián","1942","Total",1317
"Donostia / San Sebastián","1941","Total",1226
"Donostia / San Sebastián","1940","Total",1269
"Donostia / San Sebastián","1939","Total",906
"Donostia / San Sebastián","1938","Total",890
"Donostia / San Sebastián","1937","Total",910
"Donostia / San Sebastián","1936","Total",862
"Donostia / San Sebastián","1935","Total",806
"Donostia / San Sebastián","1934","Total",729
"Donostia / San Sebastián","1933","Total",622
"Donostia / San Sebastián","1932","Total",548
"Donostia / San Sebastián","1931","Total",434
"Donostia / San Sebastián","1930","Total",351
"Donostia / San Sebastián","1929","Total",266
"Donostia / San Sebastián","1928","Total",205
"Donostia / San Sebastián","1927","Total",148
"Donostia / San Sebastián","1926","Total",107
"Donostia / San Sebastián","1925","Total",67
"Donostia / San Sebastián","1924","Total",45
"Donostia / San Sebastián","1923","Total",29
"Donostia / San Sebastián","1922","Total",12
"Donostia / San Sebastián","1921","Total",10
"Donostia / San Sebastián","1920","Total",2
"Donostia / San Sebastián","1919","Total",3
"Donostia / San Sebastián","1918","Total",1
"Donostia / San Sebastián","1917","Total",1
"Donostia / San Sebastián","1916","Total",0
"Donostia / San Sebastián","1915","Total",0
"Donostia / San Sebastián","1914","Total",0
"Donostia / San Sebastián","1913","Total",0
"Donostia / San Sebastián","1912","Total",0
"Donostia / San Sebastián","1911","Total",0
"Donostia / San Sebastián","1910","Total",0
"Donostia / San Sebastián","1909","Total",0
"Donostia / San Sebastián","1908","Total",0
"Donostia / San Sebastián","1907","Total",0
"Donostia / San Sebastián","1906","Total",0
"Donostia / San Sebastián","1905","Total",0
"Donostia / San Sebastián","1904","Total",0
"Donostia / San Sebastián","1903","Total",0
"Donostia / San Sebastián","1902","Total",0
"Donostia / San Sebastián","1901","Total",0
"Donostia / San Sebastián","1900","Total",0
"Donostia / San Sebastián","1899","Total",0
"Donostia / San Sebastián","1898","Total",0
"Donostia / San Sebastián","1897","Total",0
"Donostia / San Sebastián","1896","Total",0
"Donostia / San Sebastián","<= 1895","Total",0
"Eibar","1949","Total",304
"Eibar","1948","Total",301
"Eibar","1947","Total",267
"Eibar","1946","Total",266
"Eibar","1945","Total",281
"Eibar","1944","Total",218
"Eibar","1943","Total",214
"Eibar","1942","Total",175
"Eibar","1941","Total",190
"Eibar","1940","Total",180
"Eibar","1939","Total",132
"Eibar","1938","Total",123
"Eibar","1937","Total",176
"Eibar","1936","Total",152
"Eibar","1935","Total",139
"Eibar","1934","Total",148
"Eibar","1933","Total",115
"Eibar","1932","Total",98
"Eibar","1931","Total",70
"Eibar","1930","Total",54
"Eibar","1929","Total",39
"Eibar","1928","Total",35
"Eibar","1927","Total",19
"Eibar","1926","Total",9
"Eibar","1925","Total",9
"Eibar","1924","Total",8
"Eibar","1923","Total",1
"Eibar","1922","Total",1
"Eibar","1921","Total",2
"Eibar","1920","Total",0
"Eibar","1919","Total",0
"Eibar","1918","Total",0
"Eibar","1917","Total",0
"Eibar","1916","Total",0
"Eibar","1915","Total",1
"Eibar","1914","Total",0
"Eibar","1913","Total",0
"Eibar","1912","Total",0
"Eibar","1911","Total",0
"Eibar","1910","Total",0
"Eibar","1909","Total",0
"Eibar","1908","Total",0
"Eibar","1907","Total",0
"Eibar","1906","Total",0
"Eibar","1905","Total",0
"Eibar","1904","Total",0
"Eibar","1903","Total",0
"Eibar","1902","Total",0
"Eibar","1901","Total",0
"Eibar","1900","Total",0
"Eibar","1899","Total",0
"Eibar","1898","Total",0
"Eibar","1897","Total",0
"Eibar","1896","Total",0
"Eibar","<= 1895","Total",0
"Elduain","1949","Total",2
"Elduain","1948","Total",1
"Elduain","1947","Total",2
"Elduain","1946","Total",1
"Elduain","1945","Total",1
"Elduain","1944","Total",2
"Elduain","1943","Total",2
"Elduain","1942","Total",2
"Elduain","1941","Total",2
"Elduain","1940","Total",1
"Elduain","1939","Total",0
"Elduain","1938","Total",1
"Elduain","1937","Total",0
"Elduain","1936","Total",0
"Elduain","1935","Total",0
"Elduain","1934","Total",0
"Elduain","1933","Total",1
"Elduain","1932","Total",0
"Elduain","1931","Total",0
"Elduain","1930","Total",1
"Elduain","1929","Total",0
"Elduain","1928","Total",0
"Elduain","1927","Total",0
"Elduain","1926","Total",0
"Elduain","1925","Total",0
"Elduain","1924","Total",0
"Elduain","1923","Total",0
"Elduain","1922","Total",0
"Elduain","1921","Total",0
"Elduain","1920","Total",0
"Elduain","1919","Total",0
"Elduain","1918","Total",0
