service_id,service_name,service_category,service_type_original,municipality_code,municipality_name,latitude,longitude,address,reference_period,source_id
entityCF7A2788,Centro de Salud de Zumarraga,primary_care,Centro de Salud,20080,Zumarraga,43.08772509551919,-2.3201776327900534,"Plaza Geltokien plaza, 2, 20700 Zumarraga (Gipuzkoa)",2026-09-20,ODE_HEALTH_CENTRES_2026
entityC2BE5ED0,PUNTO DE REFUERZO ZUMARRAGA,primary_care,PAC,20080,Zumarraga,43.08772509551919,-2.3201776327900534,"Plaza Geltokien plaza, 2, 20700 Zumarraga (Gipuzkoa)",2026-09-20,ODE_HEALTH_CENTRES_2026
entityCE027A47,Centro de Salud de Zumaia,primary_care,Centro de Salud,20081,Zumaia,43.29224017778071,-2.2574197800217566,"Barrio Basadi, 15, 20750 Zumaia (Gipuzkoa)",2026-09-20,ODE_HEALTH_CENTRES_2026
entityEDEDD050,Hospital de Mendaro,hospital,Hospital,20901,Mendaro,43.25045193173712,-2.384859249546228,"Barrio Mendarozabal-Idiazabaltxo, 1, 20850 Mendaro (Gipuzkoa)",2026-09-20,ODE_HEALTH_CENTRES_2026
entity9B629AE2,Consultorio de Mendaro,primary_care,Consultorio,20901,Mendaro,43.2519740793383,-2.3863584060346303,"Avenida Kilimon, 7, 20850 Mendaro (Gipuzkoa)",2026-09-20,ODE_HEALTH_CENTRES_2026
entity855253D8,Unidad Terapéutica Educativa de Lasarte-Oria,other_health,Otros,20902,Lasarte-Oria,43.26411663237257,-2.015343243794401,"Camino Urnieta, 2, 20160 Lasarte-Oria (Gipuzkoa)",2026-09-20,ODE_HEALTH_CENTRES_2026
entityD49942B1,Centro de Salud de Lasarte-Oria,primary_care,Centro de Salud,20902,Lasarte-Oria,43.26771482934346,-2.018829088277635,"Camino Beko Kale, 1, 20160 Lasarte-Oria (Gipuzkoa)",2026-09-20,ODE_HEALTH_CENTRES_2026
entity0B11978C,Centro de Salud de Astigarraga,primary_care,Centro de Salud,20903,Astigarraga,43.2840466086258,-1.94811409644532,"Plaza Errekatxo, 9, 20115 Astigarraga (Gipuzkoa)",2026-09-20,ODE_HEALTH_CENTRES_2026
entity2BC8E9C2,Consultorio de Baliarrain,primary_care,Consultorio,20904,Baliarrain,43.06928112727821,-2.1279225831576336,"Andra Mari Zeruratze, 9, 20259 Baliarrain (Gipuzkoa)",2026-09-20,ODE_HEALTH_CENTRES_2026
entity859D0B9C,Consultorio de Gaztelu,primary_care,Consultorio,20907,Gaztelu,43.11615444900062,-2.0242981209437576,"Barrio Gaztelu, 1, 20491 Gaztelu (Gipuzkoa)",2026-09-20,ODE_HEALTH_CENTRES_2026
