municipality_code,municipality_name,population_total,population_65_plus,population_75_plus,pct_65_plus,pct_75_plus,reference_period,source_id,area_km2,services_hospital,services_mental_health,services_other_health,services_primary_care,services_total,primary_care_per_10000_65_plus,primary_care_per_10000_75_plus,hospital_per_10000_65_plus,hospital_per_10000_75_plus,mental_health_per_10000_65_plus,mental_health_per_10000_75_plus,other_health_per_10000_65_plus,other_health_per_10000_75_plus,representative_point_longitude,representative_point_latitude,distance_to_nearest_primary_care_m,distance_to_nearest_hospital_m,distance_to_nearest_mental_health_m,distance_to_nearest_other_health_m,metrics_reference_period,source_ids
20056,Mutriku,5283,1265,630,23.945,11.925,2025-01-01,G360_DERIVED_MUNICIPAL_METRICS_V1,27.628113793125816,0,0,0,1,1,7.905,15.873,0.0,0.0,0.0,0.0,0.0,0.0,-2.3980498,43.295143,1517.1,5077.4,13968.7,31244.1,demography=2025-01-01;services=2026-09-20;geography=2025-05-07,EUSTAT_EMH_2025|ODE_HEALTH_CENTRES_2026|GEOEUSKADI_MUNICIPIOS_2025
20057,Mutiloa,249,47,26,18.876,10.442,2025-01-01,G360_DERIVED_MUNICIPAL_METRICS_V1,8.622582092800158,0,0,0,1,1,212.766,384.615,0.0,0.0,0.0,0.0,0.0,0.0,-2.2841288,43.0284613,1115.9,6576.7,6975.2,34098.2,demography=2025-01-01;services=2026-09-20;geography=2025-05-07,EUSTAT_EMH_2025|ODE_HEALTH_CENTRES_2026|GEOEUSKADI_MUNICIPIOS_2025
20058,Olaberria,950,228,148,24.0,15.579,2025-01-01,G360_DERIVED_MUNICIPAL_METRICS_V1,6.9821540006263145,0,0,0,1,1,43.86,67.568,0.0,0.0,0.0,0.0,0.0,0.0,-2.2045527,43.0219476,1863.0,11171.4,3493.5,30985.5,demography=2025-01-01;services=2026-09-20;geography=2025-05-07,EUSTAT_EMH_2025|ODE_HEALTH_CENTRES_2026|GEOEUSKADI_MUNICIPIOS_2025
20059,Oñati,11445,2839,1443,24.806,12.608,2025-01-01,G360_DERIVED_MUNICIPAL_METRICS_V1,107.54377969044752,0,0,0,1,1,3.522,6.93,0.0,0.0,0.0,0.0,0.0,0.0,-2.408019,43.0146641,2149.6,8113.5,8171.5,42277.1,demography=2025-01-01;services=2026-09-20;geography=2025-05-07,EUSTAT_EMH_2025|ODE_HEALTH_CENTRES_2026|GEOEUSKADI_MUNICIPIOS_2025
20060,Orexa,99,20,9,20.202,9.091,2025-01-01,G360_DERIVED_MUNICIPAL_METRICS_V1,5.888953907416065,0,0,0,1,1,500.0,1111.111,0.0,0.0,0.0,0.0,0.0,0.0,-1.9982962,43.0888836,1215.8,22786.3,8413.3,19510.8,demography=2025-01-01;services=2026-09-20;geography=2025-05-07,EUSTAT_EMH_2025|ODE_HEALTH_CENTRES_2026|GEOEUSKADI_MUNICIPIOS_2025
20061,Orio,6197,1174,575,18.945,9.279,2025-01-01,G360_DERIVED_MUNICIPAL_METRICS_V1,9.700943921686104,0,0,0,1,1,8.518,17.391,0.0,0.0,0.0,0.0,0.0,0.0,-2.1089143,43.2888891,2190.3,11382.6,5674.8,8076.2,demography=2025-01-01;services=2026-09-20;geography=2025-05-07,EUSTAT_EMH_2025|ODE_HEALTH_CENTRES_2026|GEOEUSKADI_MUNICIPIOS_2025
20062,Ormaiztegi,1290,303,137,23.488,10.62,2025-01-01,G360_DERIVED_MUNICIPAL_METRICS_V1,6.847235580778263,0,0,0,1,1,33.003,72.993,0.0,0.0,0.0,0.0,0.0,0.0,-2.251306,43.0419735,320.3,6826.6,5101.0,31253.2,demography=2025-01-01;services=2026-09-20;geography=2025-05-07,EUSTAT_EMH_2025|ODE_HEALTH_CENTRES_2026|GEOEUSKADI_MUNICIPIOS_2025
20063,Oiartzun,10473,2369,1138,22.62,10.866,2025-01-01,G360_DERIVED_MUNICIPAL_METRICS_V1,59.49582463901057,0,0,0,1,1,4.221,8.787,0.0,0.0,0.0,0.0,0.0,0.0,-1.8259107,43.268308,4438.1,8212.6,8079.1,8572.0,demography=2025-01-01;services=2026-09-20;geography=2025-05-07,EUSTAT_EMH_2025|ODE_HEALTH_CENTRES_2026|GEOEUSKADI_MUNICIPIOS_2025
20064,Pasaia,16767,3719,2053,22.18,12.244,2025-01-01,G360_DERIVED_MUNICIPAL_METRICS_V1,10.593428412916237,0,0,0,3,3,8.067,14.613,0.0,0.0,0.0,0.0,0.0,0.0,-1.8766806,43.3442105,2813.4,5019.4,4322.6,4322.6,demography=2025-01-01;services=2026-09-20;geography=2025-05-07,EUSTAT_EMH_2025|ODE_HEALTH_CENTRES_2026|GEOEUSKADI_MUNICIPIOS_2025
20065,Soraluze-Placencia de las Armas,3765,948,496,25.179,13.174,2025-01-01,G360_DERIVED_MUNICIPAL_METRICS_V1,14.027224380980158,0,0,0,1,1,10.549,20.161,0.0,0.0,0.0,0.0,0.0,0.0,-2.4086286,43.1792229,618.3,5992.3,5815.8,33304.5,demography=2025-01-01;services=2026-09-20;geography=2025-05-07,EUSTAT_EMH_2025|ODE_HEALTH_CENTRES_2026|GEOEUSKADI_MUNICIPIOS_2025
20066,Errezil,602,119,54,19.767,8.97,2025-01-01,G360_DERIVED_MUNICIPAL_METRICS_V1,32.202499655820986,0,0,0,1,1,84.034,185.185,0.0,0.0,0.0,0.0,0.0,0.0,-2.1873873,43.177386,1756.7,14550.1,6565.4,16971.8,demography=2025-01-01;services=2026-09-20;geography=2025-05-07,EUSTAT_EMH_2025|ODE_HEALTH_CENTRES_2026|GEOEUSKADI_MUNICIPIOS_2025
20067,Errenteria,39779,9667,5372,24.302,13.505,2025-01-01,G360_DERIVED_MUNICIPAL_METRICS_V1,31.931921252089566,0,1,1,4,6,4.138,7.446,0.0,0.0,1.034,1.862,1.034,1.862,-1.8731316,43.2640801,3925.5,8391.5,6357.8,6357.8,demography=2025-01-01;services=2026-09-20;geography=2025-05-07,EUSTAT_EMH_2025|ODE_HEALTH_CENTRES_2026|GEOEUSKADI_MUNICIPIOS_2025
20068,Leintz-Gatzaga,224,58,26,25.893,11.607,2025-01-01,G360_DERIVED_MUNICIPAL_METRICS_V1,14.695946235308908,0,0,0,1,1,172.414,384.615,0.0,0.0,0.0,0.0,0.0,0.0,-2.56133,42.9719293,1749.1,12012.7,11990.3,55008.8,demography=2025-01-01;services=2026-09-20;geography=2025-05-07,EUSTAT_EMH_2025|ODE_HEALTH_CENTRES_2026|GEOEUSKADI_MUNICIPIOS_2025
20069,Donostia / San Sebastián,183388,48832,24884,26.628,13.569,2025-01-01,G360_DERIVED_MUNICIPAL_METRICS_V1,61.00219856992474,1,5,3,18,27,3.686,7.234,0.205,0.402,1.024,2.009,0.614,1.206,-1.9951112,43.3068172,323.1,2640.0,1116.4,323.1,demography=2025-01-01;services=2026-09-20;geography=2025-05-07,EUSTAT_EMH_2025|ODE_HEALTH_CENTRES_2026|GEOEUSKADI_MUNICIPIOS_2025
20070,Segura,1499,316,140,21.081,9.34,2025-01-01,G360_DERIVED_MUNICIPAL_METRICS_V1,9.348366379606453,0,0,0,1,1,31.646,71.429,0.0,0.0,0.0,0.0,0.0,0.0,-2.2612858,42.994938,1740.4,10725.6,8556.6,35970.6,demography=2025-01-01;services=2026-09-20;geography=2025-05-07,EUSTAT_EMH_2025|ODE_HEALTH_CENTRES_2026|GEOEUSKADI_MUNICIPIOS_2025
20071,Tolosa,20048,4718,2432,23.534,12.131,2025-01-01,G360_DERIVED_MUNICIPAL_METRICS_V1,37.18383142527306,0,1,0,2,3,4.239,8.224,0.0,0.0,2.12,4.112,0.0,0.0,-2.0911042,43.1275773,1080.5,18670.9,1375.0,16366.0,demography=2025-01-01;services=2026-09-20;geography=2025-05-07,EUSTAT_EMH_2025|ODE_HEALTH_CENTRES_2026|GEOEUSKADI_MUNICIPIOS_2025
20072,Urnieta,6294,1244,585,19.765,9.295,2025-01-01,G360_DERIVED_MUNICIPAL_METRICS_V1,22.410466229614745,0,0,0,1,1,8.039,17.094,0.0,0.0,0.0,0.0,0.0,0.0,-1.9626448,43.2250271,3563.1,7555.1,4854.9,6095.4,demography=2025-01-01;services=2026-09-20;geography=2025-05-07,EUSTAT_EMH_2025|ODE_HEALTH_CENTRES_2026|GEOEUSKADI_MUNICIPIOS_2025
20073,Usurbil,6485,1310,653,20.2,10.069,2025-01-01,G360_DERIVED_MUNICIPAL_METRICS_V1,25.75750234457092,0,0,0,1,1,7.634,15.314,0.0,0.0,0.0,0.0,0.0,0.0,-2.0654147,43.2689201,1317.5,8286.0,6353.3,4098.7,demography=2025-01-01;services=2026-09-20;geography=2025-05-07,EUSTAT_EMH_2025|ODE_HEALTH_CENTRES_2026|GEOEUSKADI_MUNICIPIOS_2025
20074,Bergara,14725,3735,1950,25.365,13.243,2025-01-01,G360_DERIVED_MUNICIPAL_METRICS_V1,75.62959565670559,0,0,0,3,3,8.032,15.385,0.0,0.0,0.0,0.0,0.0,0.0,-2.4296359,43.1251117,1107.9,7660.8,7754.0,37034.1,demography=2025-01-01;services=2026-09-20;geography=2025-05-07,EUSTAT_EMH_2025|ODE_HEALTH_CENTRES_2026|GEOEUSKADI_MUNICIPIOS_2025
20075,Villabona,5778,1340,696,23.191,12.046,2025-01-01,G360_DERIVED_MUNICIPAL_METRICS_V1,17.565048121076405,0,0,0,1,1,7.463,14.368,0.0,0.0,0.0,0.0,0.0,0.0,-2.0349813,43.1807343,1691.7,13570.4,4616.1,9396.9,demography=2025-01-01;services=2026-09-20;geography=2025-05-07,EUSTAT_EMH_2025|ODE_HEALTH_CENTRES_2026|GEOEUSKADI_MUNICIPIOS_2025
20076,Ordizia,10398,2137,1119,20.552,10.762,2025-01-01,G360_DERIVED_MUNICIPAL_METRICS_V1,5.680405690454408,0,0,0,1,1,4.679,8.937,0.0,0.0,0.0,0.0,0.0,0.0,-2.184044,43.0615951,1008.5,10759.6,1218.0,26343.6,demography=2025-01-01;services=2026-09-20;geography=2025-05-07,EUSTAT_EMH_2025|ODE_HEALTH_CENTRES_2026|GEOEUSKADI_MUNICIPIOS_2025
20077,Urretxu,6795,1621,845,23.856,12.436,2025-01-01,G360_DERIVED_MUNICIPAL_METRICS_V1,7.527875647699799,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.330718,43.0964602,1295.0,1574.7,1574.7,31680.9,demography=2025-01-01;services=2026-09-20;geography=2025-05-07,EUSTAT_EMH_2025|ODE_HEALTH_CENTRES_2026|GEOEUSKADI_MUNICIPIOS_2025
20078,Zaldibia,1766,380,187,21.518,10.589,2025-01-01,G360_DERIVED_MUNICIPAL_METRICS_V1,16.65239371920689,0,0,0,1,1,26.316,53.476,0.0,0.0,0.0,0.0,0.0,0.0,-2.1373069,43.0231661,2010.8,15792.0,5329.5,28538.7,demography=2025-01-01;services=2026-09-20;geography=2025-05-07,EUSTAT_EMH_2025|ODE_HEALTH_CENTRES_2026|GEOEUSKADI_MUNICIPIOS_2025
20079,Zarautz,23464,5467,2733,23.3,11.648,2025-01-01,G360_DERIVED_MUNICIPAL_METRICS_V1,14.215937782590155,0,1,0,3,4,5.487,10.977,0.0,0.0,1.829,3.659,0.0,0.0,-2.1632235,43.2695495,1866.2,15994.1,1866.2,12017.1,demography=2025-01-01;services=2026-09-20;geography=2025-05-07,EUSTAT_EMH_2025|ODE_HEALTH_CENTRES_2026|GEOEUSKADI_MUNICIPIOS_2025
20080,Zumarraga,9568,2441,1353,25.512,14.141,2025-01-01,G360_DERIVED_MUNICIPAL_METRICS_V1,18.487392780912412,2,1,0,2,5,8.193,14.782,8.193,14.782,4.097,7.391,0.0,0.0,-2.302583,43.0985655,1870.8,1784.4,1784.4,29715.6,demography=2025-01-01;services=2026-09-20;geography=2025-05-07,EUSTAT_EMH_2025|ODE_HEALTH_CENTRES_2026|GEOEUSKADI_MUNICIPIOS_2025
20081,Zumaia,10001,2212,1033,22.118,10.329,2025-01-01,G360_DERIVED_MUNICIPAL_METRICS_V1,10.684427383236713,0,0,0,1,1,4.521,9.681,0.0,0.0,0.0,0.0,0.0,0.0,-2.2432608,43.2874082,1267.9,12202.4,5304.3,18675.0,demography=2025-01-01;services=2026-09-20;geography=2025-05-07,EUSTAT_EMH_2025|ODE_HEALTH_CENTRES_2026|GEOEUSKADI_MUNICIPIOS_2025
20901,Mendaro,2049,377,196,18.399,9.566,2025-01-01,G360_DERIVED_MUNICIPAL_METRICS_V1,25.28093415224005,1,0,0,1,2,26.525,51.02,26.525,51.02,0.0,0.0,0.0,0.0,-2.3708972,43.2416442,1700.5,1497.2,10705.3,28970.7,demography=2025-01-01;services=2026-09-20;geography=2025-05-07,EUSTAT_EMH_2025|ODE_HEALTH_CENTRES_2026|GEOEUSKADI_MUNICIPIOS_2025
20902,Lasarte-Oria,19808,4870,2829,24.586,14.282,2025-01-01,G360_DERIVED_MUNICIPAL_METRICS_V1,5.8194150437003005,0,0,1,1,2,2.053,3.535,0.0,0.0,0.0,0.0,2.053,3.535,-2.0099649,43.2594626,1165.2,5000.0,4360.6,676.6,demography=2025-01-01;services=2026-09-20;geography=2025-05-07,EUSTAT_EMH_2025|ODE_HEALTH_CENTRES_2026|GEOEUSKADI_MUNICIPIOS_2025
20903,Astigarraga,7665,1038,433,13.542,5.649,2025-01-01,G360_DERIVED_MUNICIPAL_METRICS_V1,11.987405831453735,0,0,0,1,1,9.634,23.095,0.0,0.0,0.0,0.0,0.0,0.0,-1.935408,43.2779245,1235.0,3174.0,3332.2,4506.2,demography=2025-01-01;services=2026-09-20;geography=2025-05-07,EUSTAT_EMH_2025|ODE_HEALTH_CENTRES_2026|GEOEUSKADI_MUNICIPIOS_2025
20904,Baliarrain,159,16,4,10.063,2.516,2025-01-01,G360_DERIVED_MUNICIPAL_METRICS_V1,2.7421860500539017,0,0,0,1,1,625.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1318194,43.0724991,477.9,14776.2,5282.1,23292.3,demography=2025-01-01;services=2026-09-20;geography=2025-05-07,EUSTAT_EMH_2025|ODE_HEALTH_CENTRES_2026|GEOEUSKADI_MUNICIPIOS_2025
20905,Orendain,241,34,22,14.108,9.129,2025-01-01,G360_DERIVED_MUNICIPAL_METRICS_V1,6.4257640130465505,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1062921,43.0786343,2044.6,16809.5,6770.6,21886.1,demography=2025-01-01;services=2026-09-20;geography=2025-05-07,EUSTAT_EMH_2025|ODE_HEALTH_CENTRES_2026|GEOEUSKADI_MUNICIPIOS_2025
20906,Altzaga,159,33,18,20.755,11.321,2025-01-01,G360_DERIVED_MUNICIPAL_METRICS_V1,2.459615148211989,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1519318,43.0644343,1083.5,13262.4,3418.4,24801.2,demography=2025-01-01;services=2026-09-20;geography=2025-05-07,EUSTAT_EMH_2025|ODE_HEALTH_CENTRES_2026|GEOEUSKADI_MUNICIPIOS_2025
20907,Gaztelu,179,37,11,20.67,6.145,2025-01-01,G360_DERIVED_MUNICIPAL_METRICS_V1,9.281278521672526,0,0,0,1,1,270.27,909.091,0.0,0.0,0.0,0.0,0.0,0.0,-2.0292223,43.1161209,400.7,20240.1,4625.3,16475.1,demography=2025-01-01;services=2026-09-20;geography=2025-05-07,EUSTAT_EMH_2025|ODE_HEALTH_CENTRES_2026|GEOEUSKADI_MUNICIPIOS_2025
